episode_overall,season,episode,title,aired_date,year,tmdb_rating,tmdb_vote_count,synopsis,directed_by,written_by,us_viewers_millions,runtime,tmdb_id,imdb_title,imdb_aired_date,imdb_synopsis,imdb_rating,imdb_vote_count,thumbnail_url,imdb_episode_url,is_holiday,guest_actors,guest_characters
182,10,10,Have Yourself a Maily Linda Christmas,2019-12-15,2019,8.1,7,"Linda works a temp job at the post office to make extra money for the holidays. But when an important package goes undelivered, Linda breaks protocol and takes it upon herself to save the day. Meanwhile, Bob and Tina are trapped at home with Linda's fussy family and Gene and Louise scramble last-minute to find the perfect gift for Tina.",Chris Song,Scott Jacobson,2.41,22,1983492,Have Yourself a Maily Linda Christmas,"Sun, Dec 15, 2019",Linda works a temp job at the post office to make extra money for the holidays; Bob and Tina get stuck at home with Linda's family; Gene and Louise try to find the perfect gift for Tina.,7.6,727,"https://m.media-amazon.com/images/M/MV5BZjUxZTA1OTMtMjVjYi00MGFhLTk4ODYtYTRlY2JmYTdiZjQzXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt11282118/?ref_=ttep_ep_10,TRUE,NA,NA
183,10,11,Drumforgiven,2020-01-12,2020,7.9,7,"Gene gets kicked out of the Ocean Avenue Hifi Emporium, but Louise takes matters into her own hands to defend Gene's honor. Teddy takes a handyman job at Jimmy Pesto's restaurant and tries to hide it from Bob.",Mario D'Anna,Jon Schroeder,5.76,22,1983493,Drumforgiven,"Sun, Jan 12, 2020",Louise comes to Gene's defense when he gets kicked out of the Ocean Avenue Hifi Emporium.,7.2,677,"https://m.media-amazon.com/images/M/MV5BOGQ3MTAzZDUtNWIyOC00ZjRhLTk4ZTgtNDNmMGM0NjIzNDIzXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt11282120/?ref_=ttep_ep_11,FALSE,NA,NA
184,10,12,A Fish Called Tina,2020-02-16,2020,7.9,7,"Tina goes too far trying to be a perfect mentor. Meanwhile, Bob and Linda test out the gym next door.",Ryan Mattos,Dan Fybel,1.51,22,1983495,A Fish Called Tina,"Sun, Feb 16, 2020",Tina tries too hard to be a perfect mentor; Bob and Linda visit the gym next door.,7.3,678,"https://m.media-amazon.com/images/M/MV5BZWY1NWU3YzItNDBmMi00MjE1LTgyMzEtOWMxM2NkNWUxNDdmXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt11282122/?ref_=ttep_ep_12,FALSE,Meredith Hagner,Madison
185,10,13,Three Girls and a Little Wharfy,2020-02-23,2020,8.1,8,"Louise skeptically joins Jessica and fifth-grader Megan in their search for Wharfy, a mythical sea monster, while Bob takes an online master class by a world-renowned chef.",Tom Riggin,Holly Schlesinger,1.58,22,1983496,Three Girls and a Little Wharfy,"Sun, Feb 23, 2020","In spite of her skepticism, Louise joins the search for a mythic sea monster; Bob takes a famous chef's online master class.",7.4,671,"https://m.media-amazon.com/images/M/MV5BYWU5MGExY2UtMzRhMS00YTgzLTkwZDQtNzVlMTJmZjIxMzExXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt11282128/?ref_=ttep_ep_13,FALSE,NA,NA
186,10,14,Wag the Song,2020-03-01,2020,7.5,8,"Tina competes against Gene and Louise to write a new school song for Wagstaff but finds herself creatively stalled. Meanwhile, Bob and Linda battle blinding glare from Jimmy Pesto's new shiny steel awning across the street.",Chris Song,Greg Thompson,1.43,22,1983497,Wag the Song,"Sun, Mar 1, 2020",Tina competes with Gene and Louise to write a new school song for Wagstaff; Jimmy Pesto's new steel awning creates a blinding glare for Bob and Linda.,7.2,644,"https://m.media-amazon.com/images/M/MV5BOGM4ZDdhYmUtNTBkMC00MDVjLWJlOTktOTcyNGRkZDNhNjFiXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt11282132/?ref_=ttep_ep_14,FALSE,NA,NA
187,10,15,Yurty Rotten Scoundrels,2020-03-08,2020,7.4,7,"When Gayle decides to host an artists' workshop in a yurt with only one attendee, Linda feels compelled to go to support her sister. Meanwhile, Louise and Gene lead a covert operation to find a lost cat for a cash reward.",Tom Riggin,Katie Crown,1.28,22,1983499,Flat-Top O' the Morning to Ya,"Sun, Mar 15, 2020",Bob and the kids help a down-on-his-luck restaurant owner while Linda and Teddy celebrate St. Patrick's Day.,7.2,636,"https://m.media-amazon.com/images/M/MV5BYTA5MjNkMTEtODBmMy00MGU2LTliNjktNzNiNWE2OTUwNzIwXkEyXkFqcGc@._V1_QL75_UY281_CR4,0,500,281_.jpg",https://www.imdb.com/title/tt11282138/?ref_=ttep_ep_15,TRUE,Matt Kaminsky; Richard Kind,Customer; Jules
188,10,16,Flat-Top O' the Morning to Ya,2020-03-15,2020,7.8,8,"Bob and the kids help a down-on-his-luck restaurant owner, while Linda and Teddy get carried away with St. Patrick's Day festivities.",Ryan Mattos,Rich Rinaldi,1.44,22,1983498,Yurty Rotten Scoundrels,"Sun, Mar 8, 2020",Linda goes to Gayle's artists' workshop in a yurt; Louise and Gene search for a lost cat to collect a cash reward.,7,685,"https://m.media-amazon.com/images/M/MV5BNGRmMzlhZjAtNDM4ZS00NDVlLWE2NjItMDE2ODQ3NzMzYjhlXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt11282144/?ref_=ttep_ep_16,FALSE,NA,NA
189,10,17,Just the Trip,2020-03-22,2020,8.3,7,The family takes an unexpected road trip with Nat the limo driver.,Chris Song,Lizzie Molyneux & Wendy Molyneux,1.31,22,1983494,Just the Trip,"Sun, Mar 22, 2020",The Belchers go on a road trip with Nat the limo driver.,7.6,683,"https://m.media-amazon.com/images/M/MV5BMTljNThiMzgtMmNlYi00MTZkLWE1ZTctNDY0YzZiZGU5OTMxXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt11282148/?ref_=ttep_ep_17,FALSE,Akilah Hughes,Theresa
190,10,18,Tappy Tappy Tappy Tap Tap Tap,2020-04-19,2020,7.3,7,"Tina goes to see Josh perform in a tap show, and suspects sabotage when he's injured on stage.",Ryan Mattos,Jon Schroeder,1.36,22,2209681,Tappy Tappy Tappy Tap Tap Tap,"Sun, Apr 19, 2020",Tina suspects sabotage when Josh gets injured on-stage in a tap show.,7.1,627,"https://m.media-amazon.com/images/M/MV5BZDI0ZjI5YjItNzljZi00Nzk5LTliYTgtMzhmYjM2MTE3MmE2XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt11976590/?ref_=ttep_ep_18,FALSE,NA,NA
191,10,19,The Handyman Can,2020-04-26,2020,7.9,8,"When Teddy finds himself doubting his abilities as a handyman, the kids build up his confidence.",Tom Riggin,Kelvin Yu,1.29,22,2209682,The Handyman Can,"Sun, Apr 26, 2020",The Belcher kids try to help Teddy when he doubts his abilities as a handyman.,7.2,668,"https://m.media-amazon.com/images/M/MV5BNjE4N2QyMmEtOWE1YS00MzM5LTk2YTAtZGQ2ZGE0ZjA1NGNiXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt11976610/?ref_=ttep_ep_19,FALSE,NA,NA
192,10,20,Poops!... I Didn't Do It Again,2020-05-03,2020,8,8,"Louise must face her fear of public pooping when her class goes on an overnight trip to the aquarium. Meanwhile, Linda enlists the family to make a video for her parents' anniversary.",Chris Song,Steven Davis,1.17,22,2228886,Poops!... I Didn't Do It Again,"Sun, May 3, 2020",Louise must confront her fear of pooping in public on an overnight school trip to the aquarium; Linda enlists the rest of the family to make a video for her parents' anniversary.,7.9,736,"https://m.media-amazon.com/images/M/MV5BZmUwZDYyZjEtYzk3OS00MDhhLTkwZGQtM2ZiMWIwYTQ3MTJiXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt11976654/?ref_=ttep_ep_20,FALSE,NA,NA
193,10,21,Local She-ro,2020-05-10,2020,7.6,8,"While trying to show Tina what's great about their town, Linda ends up on the trail of a legendary local singer. Meanwhile, Teddy turns to Bob for help in arguing with a sports radio host.",Ryan Mattos,Scott Jacobson,1.04,22,2244924,Local She-ro,"Sun, May 10, 2020",Linda ends up on the trail of a legendary local singer while showing Tina what's great about their town; Teddy asks Bob for help arguing with a sports radio host.,6.9,662,"https://m.media-amazon.com/images/M/MV5BOGIzZGVkZWItNmUwZi00MTcxLWEzMjUtZjBhMmZhMzY1ZmQzXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt11976698/?ref_=ttep_ep_21,FALSE,Martin Mull; Laraine Newman,Shopkeeper; Dove
194,10,22,Prank You for Being a Friend,2020-05-17,2020,8.3,7,"A classmate comes to Louise for lessons in how to get in trouble. Meanwhile, Bob reluctantly agrees to bring Jimmy Pesto his hernia medication.",Tom Riggin,Katie Crown,1.28,23,2244925,Prank You for Being a Friend,"Sun, May 17, 2020",Louise gives a classmate lessons on pulling pranks; Bob is reluctant to bring Jimmy Pesto his hernia medication.,7.6,653,"https://m.media-amazon.com/images/M/MV5BNDg0ZTE2ZWUtZTFhMi00YzA4LWI5NmYtZjAwZTA2YmIzNTI2XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt11976736/?ref_=ttep_ep_22,FALSE,NA,NA
195,11,1,Dream a Little Bob of Bob,2020-09-27,2020,8.3,7,Bob goes on an epic quest to find a misplaced lock box key. Tina attempts to learn a hand-slapping song that everyone can do - but her.,Simon Chong,Dan Fybel,1.77,22,2366028,Dream a Little Bob of Bob,"Sun, Sep 27, 2020",Bob goes on a quest to find a misplaced key to a lock box; Tina tries to learn a hand-slapping song that everyone else can do.,7.7,799,"https://m.media-amazon.com/images/M/MV5BMTVhOWM5YWItMTUyNy00MmI3LTllNzctYTllZWZhNjU0MTIwXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt11754086/?ref_=ttep_ep_1,FALSE,NA,NA
196,11,2,Worms of In-Rear-Ment,2020-10-04,2020,7.6,8,"When the family prepares for a night out, they have to abort their plans when one certain member catches the pinworm.",Chris Song,Nora Smith,1.12,22,2366029,Worms of In-Rear-Ment,"Sun, Oct 4, 2020",A pinworm epidemic thwarts Linda's attempt to take the family to the symphony on free admission night.,7.3,774,"https://m.media-amazon.com/images/M/MV5BZmExN2ZmZTktNDMyMy00ZTg1LWE5MGUtMWE5NTdlZjU1Y2Q5XkEyXkFqcGc@._V1_QL75_UY281_CR1,0,500,281_.jpg",https://www.imdb.com/title/tt13056198/?ref_=ttep_ep_2,FALSE,NA,NA
197,11,3,Copa-Bob-bana,2020-10-11,2020,7.5,8,Bob agrees to be the temporary chef at the Fischoeders' new nightclub; the kids throw a pool party in the restaurant basement when they get a hold of a stock tank.,Ryan Mattos,Holly Schlesinger,1.26,22,2446055,Copa-Bob-Bana,"Sun, Oct 11, 2020",Bob agrees to be the temporary chef at the Fischoeders' new nightclub; the kids throw a pool party in the restaurant basement when they get a hold of a stock tank.,7.4,669,"https://m.media-amazon.com/images/M/MV5BNGNiOWQ3YTEtNmNkNy00MzNjLWIyZWQtYTY3ZmRkMzQ3ZDFjXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt13154390/?ref_=ttep_ep_3,FALSE,NA,NA
198,11,4,Heartbreak Hotel-oween,2020-11-01,2020,8.1,8,The kids meet a mysterious old woman at a hotel on Halloween as Louise plots her revenge for a candy transgression; Bob and Linda donate blood at a vampire-themed blood mobile.,Chris Song,Rich Rinaldi,1.9,22,2446056,Heartbreak Hotel-oween,"Sun, Nov 1, 2020",The kids meet a mysterious old woman at a hotel on Halloween as Louise plots her revenge for a candy transgression; Bob and Linda donate blood at a vampire-themed blood mobile.,7.5,725,"https://m.media-amazon.com/images/M/MV5BNTM0Y2Q0YTItN2JlYS00ZjAzLWJiMjUtZjUyMDdhOTMwZjc0XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt13154408/?ref_=ttep_ep_4,TRUE,NA,NA
199,11,5,Fast Time Capsules at Wagstaff School,2020-11-08,2020,7.9,7,"Tina is put in charge of the Wagstaff School time capsule project, but she makes an enemy when she rejects Tammy's submission.",Tom Riggin,Greg Thompson,1.41,22,2500661,Fast Time Capsules at Wagstaff School,"Sun, Nov 8, 2020",Tina makes enemies with Tammy when she's put in charge of the Wagstaff School time capsule project; Bob teases Linda for not being able to whistle.,7.2,662,"https://m.media-amazon.com/images/M/MV5BMWI4M2IxNWItNTI2OS00MWY0LThkN2YtZmY4ZjVjMzNhMTExXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt13236022/?ref_=ttep_ep_5,FALSE,NA,NA
200,11,6,"Bob Belcher and the Terrible, Horrible, No Good, Very Bad Kids",2020-11-15,2020,8.4,8,The family must figure out how to keep the restaurant open after Bob's flattop breaks on the morning of the Ocean Avenue Business Association's: Ocean Fest on Ocean Avenue.,Matthew Long,Steven Davis,1.79,22,2500662,"Bob Belcher and the Terrible, Horrible, No Good, Very Bad Kids","Sun, Nov 15, 2020",The Belchers try to keep the restaurant open when Bob's flattop breaks on the morning of the Ocean Avenue Business Association's Ocean Fest.,8.1,746,"https://m.media-amazon.com/images/M/MV5BOWI5ZWY2MTMtOTM4NS00MzlhLWFhMzEtNGY2MzljYjI5ZTBhXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt13285628/?ref_=ttep_ep_6,FALSE,NA,NA
201,11,7,Diarrhea of a Poopy Kid,2020-11-22,2020,8,6,"When Gene can't eat Thanksgiving dinner because of a stomach flu, the family tries to cheer him up.",Tom Riggin,Lizzie Molyneux-Logelin & Wendy Molyneux,1.77,22,2500663,Diarrhea of a Poopy Kid,"Sun, Nov 22, 2020",The family tries to cheer up Gene when a stomach flu makes him unable to eat Thanksgiving dinner.,7.4,723,"https://m.media-amazon.com/images/M/MV5BMzYzNmM0YmYtNjVlYi00YjdhLTljOWYtNmU1MjIzN2YwMTA2XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt13369744/?ref_=ttep_ep_7,TRUE,NA,NA
202,11,8,The Terminalator II: Terminals of Endearment,2020-11-29,2020,8.1,8,"When Linda's parents have a layover at an airport nearby, Bob and Linda attempt to turn it into their annual ""visit.""",Ryan Mattos,Kelvin Yu,1.23,22,2500665,The Terminalator II: Terminals of Endearment,"Sun, Nov 29, 2020","When Linda's parents have a layover at a nearby airport, she and Bob decide to make it their annual ""visit"".",7.8,720,"https://m.media-amazon.com/images/M/MV5BZmJmMTNiNjUtMDRhZi00OWVhLWJmMmUtZDA4MmZmNjExNDE2XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt13404582/?ref_=ttep_ep_8,FALSE,Timothy Simons,TSA Agent
203,11,9,Mommy Boy,2020-12-06,2020,7.6,7,"When Linda joins a women's business group, Gene gets possessive of her time. Meanwhile, Louise and Tina want to learn how to fight.",Simon Chong,Jon Schroeder,1.25,22,2505394,Mommy Boy,"Sun, Dec 6, 2020",Gene becomes jealous when Linda joins a women's business group; Louise and Tina want to learn how to fight.,6.9,718,"https://m.media-amazon.com/images/M/MV5BYzkzNTRmNzUtYTZmMy00ZDBjLThmM2EtMTA0ZDVkMTRjOWI1XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt13445148/?ref_=ttep_ep_9,FALSE,NA,NA
204,11,10,Yachty or Nice,2020-12-13,2020,8.1,7,"When the Belchers get an unexpected invitation to cater the Glencrest Yacht Club's holiday boat parade, Bob wonders if there's a catch. Meanwhile, Louise has her eye on the present-loaded Santa Schooner.",Chris Song,Scott Jacobson,1.81,22,2518986,Yachty or Nice,"Sun, Dec 13, 2020",Bob wonders if there's a catch to the Belchers being invited to cater the Glencrest Yacht Club's holiday boat parade; Louise has her eye on the Santa Schooner.,7.6,690,"https://m.media-amazon.com/images/M/MV5BNzk3NTk3NTUtZmEyMi00ZWVlLWFhOGQtMmExYzM3MDM1ZTExXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt13502578/?ref_=ttep_ep_10,TRUE,Greg Hollimon,Well-Dressed Man
205,11,11,Romancing the Beef,2021-02-21,2021,8.1,7,"Louise convinces her parents to cash in on the lucrative Valentine's Day dinner business, even though it means putting Bob and Linda's own Valentine's Day plans on hold. Meanwhile, Tina attends Tammy's Anti-Valentine's Day party.",Tom Riggin,Greg Thompson,1.24,22,2537298,Romancing the Beef,"Sun, Feb 21, 2021","Louise convinces Bob and Linda to cash in on the Valentine's Day dinner business, forcing them to put their plans on hold; Tina attends Tammy's Anti-Valentine's Day party.",8,706,"https://m.media-amazon.com/images/M/MV5BYzFiMzU5NDktM2U3Ni00Y2EwLTlkOTEtMmVjMzVkMWYwMjY4XkEyXkFqcGc@._V1_QL75_UY281_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt13670956/?ref_=ttep_ep_11,TRUE,NA,NA
206,11,12,"Die Card, or Card Trying",2021-02-28,2021,8.1,8,"Linda drags Bob and the kids out into nature, determined to take the best holiday family portrait ever.",Matthew Long,Katie Crown,1.09,22,2687465,"Die Card, or Card Trying","Sun, Feb 28, 2021",Linda drags Bob and the kids into her efforts to take the best family picture ever.,7.7,709,"https://m.media-amazon.com/images/M/MV5BM2Q3MjE1Y2YtNDUzOC00MjEzLWE4YjItZTcxOTQyY2ZlOTk4XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt13671532/?ref_=ttep_ep_12,FALSE,NA,NA
207,11,13,An Incon-wheelie-ent Truth,2021-03-07,2021,7.7,7,"While on a family trip to the flea market, Bob and Linda are haunted by a lie they told Tina, Gene and Louise about what really happened to their beloved stuffed animal, Wheelie Mammoth.",Simon Chong,Dan Fybel,1.21,22,2718392,An Incon-wheelie-ent Truth,"Sun, Mar 7, 2021","On a trip to the flea market, Bob and Linda are haunted by a lie they told the kids about what happened to their beloved stuffed animal, Wheelie Mammoth.",7.6,649,"https://m.media-amazon.com/images/M/MV5BN2E3Yzc2Y2YtODhhNC00ZGQ4LWI5YTYtMGFjMzY3YjUwODAwXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt13671536/?ref_=ttep_ep_13,FALSE,NA,NA
208,11,14,Mr. Lonely Farts,2021-03-14,2021,7.4,7,"When Linda and Tina go to the shoe store, Gene accidently is left home by himself. Meanwhile, Bob, Louise and Teddy go to buy restaurant equipment from a creepy guy whom Bob found on the internet.",Ryan Mattos,Holly Schlesinger,1.21,22,2722024,Mr. Lonely Farts,"Sun, Mar 14, 2021","Gene is left home alone when Linda and Tina go to the shoe store, while Bob, Louise and Teddy buy restaurant equipment from a creepy guy Bob found on the internet.",7.4,664,"https://m.media-amazon.com/images/M/MV5BNTgyMzdlMzctOTlkMi00ZjhkLWFjMDQtMDNjMDhjMWUxZDRiXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt13671538/?ref_=ttep_ep_14,FALSE,NA,NA
209,11,15,Sheshank Redumption,2021-03-21,2021,8.1,7,Linda's new routine of diet and exercise gives her gastrointestinal trouble on the day of parent-teacher-student conferences.,Chris Song,Jon Schroeder,1.05,22,2760892,Sheshank Redumption,"Sun, Mar 21, 2021",Linda's new diet and exercise routine gives her gastrointestinal disorder on parent-teacher-student conference day.,7.6,636,"https://m.media-amazon.com/images/M/MV5BMjZiZTI1ZDctZGM0OC00NmRhLThiMDItNzJjNDAzODI5Y2U0XkEyXkFqcGc@._V1_QL75_UY281_CR29,0,500,281_.jpg",https://www.imdb.com/title/tt14139504/?ref_=ttep_ep_15,FALSE,Jackie Kashian,Jailbird
210,11,16,Y Tu Tina También,2021-03-28,2021,7.8,8,"When Tina is forced to listen to Spanish audio lessons in the library to improve her grade, she develops an unexpected crush. Meanwhile, Louise and Gene want to dunk Mr. Frond at the Wagstaff Spring Fair.",Matthew Long,Rich Rinaldi,1.07,22,2772889,Y Tu Tina También,"Sun, Mar 28, 2021",Tina develops an unexpected crush when she must listen to Spanish audio lessons to improve her grade; Louise and Gene hope to dunk Mr. Frond at the Wagstaff Spring Fair.,7.5,666,"https://m.media-amazon.com/images/M/MV5BYTJjZTFmZjktZGY5ZC00N2NkLWExNzUtODY3Y2EyMmM0YjUzXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt14140060/?ref_=ttep_ep_16,FALSE,Julio Torres,Rodrigo
211,11,17,Fingers-loose,2021-04-11,2021,7.5,8,"Tina faces a hall-monitor crisis when she falls in love with a new underground trend at Wagstaff that Mr. Frond is trying to squelch. Meanwhile, Bob and Linda try to come up with a way for Teddy to sneak food into a movie theater.",Simon Chong,Lizzie Molyneux-Logelin & Wendy Molyneux,1.19,22,2804536,Fingers-Loose,"Sun, Apr 11, 2021",Tina faces a crisis as hall monitor when she finds a new passion for an underground trend at Wagstaff that Mr. Frond is out to stop; Bob and Linda try to help Teddy sneak food into a movie theater.,7.4,691,"https://m.media-amazon.com/images/M/MV5BMjQ2NmM0OWYtYTM0Ni00NDc5LTlkZjUtMDU2YmM0ZDI2ZTRiXkEyXkFqcGc@._V1_QL75_UY281_CR1,0,500,281_.jpg",https://www.imdb.com/title/tt14140100/?ref_=ttep_ep_17,FALSE,NA,NA
