magazine,year,month,volume,issue,location,title,author,note,start_page,page_count
Heavy Metal,1992,January,15,6,p.110,20 Nude Dancers20: Dick Dirt,Mark Martin,NA,110,1
Heavy Metal,1992,March,15,7,Cover,NA,"""Charity II"" - Luis Royo",NA,0,1
Heavy Metal,1992,March,15,7,p.04-05,Gallery,Mick Aarestrup,NA,4,2
Heavy Metal,1992,March,15,7,"p.08-47, 76",Foligatto,95 - Nicholas De Crecy and Alexis Troyas,NA,8,41
Heavy Metal,1992,March,15,7,p.50-67,Morocco,Milan Trenc,NA,50,18
Heavy Metal,1992,March,15,7,p.70-74,Cipher,Brad Teare,NA,70,5
Heavy Metal,1992,March,15,7,p.97,Modern World,Peter Kuper,NA,97,1
Heavy Metal,1992,March,15,7,p.97,The Adventures Of Wormboy!,Peter Kuper,NA,97,1
Heavy Metal,1992,March,15,7,p.98-111,The Jungle,Peter Kuper and Tomm Scalera,NA,98,14
Heavy Metal,1992,May,16,1,Cover,NA,Pelaez,NA,0,1
Heavy Metal,1992,May,16,1,p.04-07,Gallery:The Art Of Mickey Mouse,"John Berg, John Mattos, Hajime Sorayama, J. D.King, Janet Woolley, and John Updike",NA,4,4
Heavy Metal,1992,May,16,1,"p.09-40, 92",The Five Seasons:Autumn,111 - Igor Kordey and Nenad Django,NA,9,33
Heavy Metal,1992,May,16,1,p.41,Modern World,Peter Kuper,NA,41,1
Heavy Metal,1992,May,16,1,p.41,The Adventures Of Wormboy!,Peter Kuper,NA,41,1
Heavy Metal,1992,May,16,1,p.42-55,The EighthDay,Daniel Torres,NA,42,14
Heavy Metal,1992,May,16,1,p.57-64,Shrinking Asset,Bruce Jones,NA,57,8
Heavy Metal,1992,May,16,1,p.65-73,Mr. Nickelodeon,Rick Geary,NA,65,9
Heavy Metal,1992,May,16,1,p.74-75,Origins Of The Alien Metaphor,Scott Cunningham,NA,74,2
Heavy Metal,1992,May,16,1,p.77-80,Persona,Guido Crepax,NA,77,4
Heavy Metal,1992,May,16,1,p.82-89,Marius Dark: Purity,"Pascual Ferrndiz ""Pasqual Ferry"" Arroyo",NA,82,8
Heavy Metal,1992,July,16,2,Cover,NA,Pelaez,NA,0,1
Heavy Metal,1992,July,16,2,p.04-07,Gallery: Legends Of Arzach,"Bill Sienkiewicz,Kevin Eastman, Mike Ploog, Steve Bissette, Bill Stout, and Joe Kubert",NA,4,4
Heavy Metal,1992,July,16,2,p.10-61,Dawson's Law,Antoni Guiral and Fernando Rubio,NA,10,52
Heavy Metal,1992,July,16,2,p.64,AlienMetaphor,Scott Cunningham,NA,64,1
Heavy Metal,1992,July,16,2,p.65,Modern World,Peter Kuper,NA,65,1
Heavy Metal,1992,July,16,2,p.65,The Adventures Of Wormboy!,Peter Kuper,NA,65,1
Heavy Metal,1992,July,16,2,p.66-75,Cypher: FearOf Dreaming,Brad Teare,NA,66,10
Heavy Metal,1992,July,16,2,p.77-80,Siren Of The Stars,Pedro Henry andBrian Bolland,NA,77,4
Heavy Metal,1992,July,16,2,p.81-87,Mr Monster: Lair Of The Lizard Ladies,SimonBisley and Michael Terry Gilbert,NA,81,7
Heavy Metal,1992,July,16,2,p.90-104,Flood,Eric Drooker,NA,90,15
Heavy Metal,1992,July,16,2,p.105-112,The Skintight Orbit,Elaine Lee and Phil Winslade,NA,105,8
Heavy Metal,1992,September,16,3,Cover,NA,"""Kat's Pet"" - Julie Bell",NA,0,1
Heavy Metal,1992,September,16,3,"p.10-33, 86",TheWaters Of DeadMoon,107 - Philippe Adamov and Patrick Cothias,NA,10,25
Heavy Metal,1992,September,16,3,p.36-51,TheCeremony,"Maurilio ""Milo"" Manara",NA,36,16
Heavy Metal,1992,September,16,3,p.54-63,The Mercenary: The Evidence,Vicente Segrelles,NA,54,10
Heavy Metal,1992,September,16,3,p.65,Alien Metaphor,Scott Cunningham,NA,65,1
Heavy Metal,1992,September,16,3,p.67-72,Randy The Skeleton: There Was A Crooked Man...,Ian Carney and Aidan Potts,NA,67,6
Heavy Metal,1992,September,16,3,p.73,Modern World,Peter Kuper,NA,73,1
Heavy Metal,1992,September,16,3,p.73,The Adventures Of Wormboy!,Peter Kuper,NA,73,1
Heavy Metal,1992,September,16,3,p.74-77,Good-Bye Sun,"Kazimieras ""Kaz"" Prapuolenis",NA,74,4
Heavy Metal,1992,September,16,3,p.79-84,Tina Bloom: Hurricane,Para Silvia,NA,79,6
Heavy Metal,1992,September,16,3,p.110-115,TheMounds,Richard Corben,NA,110,6
Heavy Metal,1992,November,16,4,Cover,NA,Simon Bisley,NA,0,1
Heavy Metal,1992,November,16,4,p.04-07,"Gallery: Big Budget Circus, The Most Taxing Show On Earth",Peggy Gordonand Bill Sienkiewicz,NA,4,4
Heavy Metal,1992,November,16,4,p.10-13,DenSaga: Bog's Deal,Richard Corben,NA,10,4
Heavy Metal,1992,November,16,4,"p.17-48,65-93",Druuna: Creatura,Paolo Eleuteri Serpieri,NA,17,61
Heavy Metal,1992,November,16,4,p.50-52,Frank:In The Wilderness,Jim Woodring,NA,50,3
Heavy Metal,1992,November,16,4,p.54-58,The Atomic Garden,DanielTorres,NA,54,5
Heavy Metal,1992,November,16,4,p.60-64,The All-Girl Amazon Attack Batallion,Garry Leach,NA,60,5
Heavy Metal,1992,November,16,4,p.97-107,Inspector #23,Rick Geary,NA,97,11
Heavy Metal,1992,November,16,4,p.110,StripTease: ModernAge,Peter Kuper,NA,110,1
Heavy Metal,1992,November,16,4,p.110,StripTease: The Adventures Of Wormboy!,PeterKuper,NA,110,1
Heavy Metal,1992,November,16,4,p.111,StripTease: Mr Pumpie's World,Mark Martin,NA,111,1
Heavy Metal,1992,November,16,4,p.112,StripTease: Alien Metaphor,Scott Cunningham,NA,112,1
Heavy Metal,1992,November,16,4,p.113,StripTease: RandyThe Skeleton,Ian Carney and Aidan Potts,NA,113,1
Heavy Metal,1992,November,16,4,p.114,StripTease: Skully& Mandabelle: Animation,"Kazimieras ""Kaz"" Prapuolenis",NA,114,1
Heavy Metal,1992,November,16,4,p.115,StripTease,Bill Blake and Eric Drooker,NA,115,1
Heavy Metal,1992,November,16,4,p.116,StripTease: Lives Of The Artists:Pablo Picasso: His Astonishing World: Part 1: The Cubist Years,"Michael ""P.Revess"" Kupperman",NA,116,1
Heavy Metal,1993,January,16,5,Cover,NA,Denis Sire,NA,0,1
Heavy Metal,1993,January,16,5,p.04-07,Gallery: Obsession: A Look At Druuna,Paolo Eleuteri Serpieri,NA,4,4
Heavy Metal,1993,January,16,5,p.09-15,The Game,Matthias Schultheiss,NA,9,7
Heavy Metal,1993,January,16,5,"p.17-32, 85",Trio Grande: AdiosPalomita,"114 - Olivier Vatine, Alain Clment, Fabrice Lamy, and Isabelle Rabarot",NA,17,17
Heavy Metal,1993,January,16,5,p.34-45,The Hermit And The Fool,Milan Trenc,NA,34,12
Heavy Metal,1993,January,16,5,p.47,StripTease:Modern Age,Peter Kuper,NA,47,1
Heavy Metal,1993,January,16,5,p.47,StripTease: The Adventures Of Wormboy!,Peter Kuper,NA,47,1
Heavy Metal,1993,January,16,5,p.48,StripTease: Lives Of The Artists: Vincent Van Gogh:His Peculiar Behavior,"Michael ""P. Revess"" Kupperman",NA,48,1
Heavy Metal,1993,January,16,5,p.49,StripTease:Mr. Pumpie's World,Mark Martin,NA,49,1
Heavy Metal,1993,January,16,5,p.50,StripTease: The Power,PaulMavrides,NA,50,1
Heavy Metal,1993,January,16,5,p.51,StripTease: The End,"Kazimieras ""Kaz"" Prapuolenis",NA,51,1
Heavy Metal,1993,January,16,5,p.53-63,TKO,Peter Kuper,NA,53,11
Heavy Metal,1993,January,16,5,p.66-68,V. I. T.: Rite Of Passage,DenisSire,NA,66,3
Heavy Metal,1993,January,16,5,p.70-77,White Trash: Stage Coach,Gordon Rennie and Martin Emond,NA,70,8
Heavy Metal,1993,January,16,5,p.80-83,Incongruous Stories,"Miguelanxo ""Miguel Angel"" Prado",NA,80,4
Heavy Metal,1993,March,17,1,Cover,NA,"""Under The Blues"" - LuisRoyo",NA,0,1
Heavy Metal,1993,March,17,1,p.04-07,Gallery: Barron Storey: The Marat / Sade Journals,"""Gallery: Barron Storey: The Marat / Sade Journals""",NA,4,4
Heavy Metal,1993,March,17,1,p.10-18,Melting Pot: In The Beginning,"Kevin Eastman, Eric Talbot, and SimonBisley",NA,10,9
Heavy Metal,1993,March,17,1,p.20-31,Hombre: A Useless Old Man,Antonio Segura and Jos Ortiz,NA,20,12
Heavy Metal,1993,March,17,1,"p.33-48,85-114",Ramparts Of Spray,Turf and Jol Mouclier,NA,33,46
Heavy Metal,1993,March,17,1,p.52-56,Pachyderm,Franois Boucq,NA,52,5
Heavy Metal,1993,March,17,1,p.57-59,A Cloudy Day,Harry North,NA,57,3
Heavy Metal,1993,March,17,1,p.63,StripTease: Modern Age,Peter Kuper,NA,63,1
Heavy Metal,1993,March,17,1,p.63,StripTease:The Adventures Of Wormboy!,Peter Kuper,NA,63,1
Heavy Metal,1993,March,17,1,p.64,StripTease: Alien Metaphor,Scott Cunningham,NA,64,1
Heavy Metal,1993,March,17,1,p.65,StripTease: The Secret Files Of Inspector #23:I Cover The Galaxy,Rick Geary,NA,65,1
Heavy Metal,1993,March,17,1,p.66,StripTease: Randy The Skeleton:Will Be Continued Next Week,Ian Carney and Aidan Potts,NA,66,1
Heavy Metal,1993,March,17,1,p.67,StripTease:Lives Of The Artists: Leonardo Da Vinci: Inventor Of Inventions,"Michael""P. Revess"" Kupperman",NA,67,1
Heavy Metal,1993,March,17,1,p.67,StripTease: The Incredible Dr. Seurat: TheMystical Raccoon,"Michael ""P. Revess"" Kupperman",NA,67,1
Heavy Metal,1993,March,17,1,p.68,StripTease: Mr.Pumpie's World,Mark Martin,NA,68,1
Heavy Metal,1993,March,17,1,p.69,StripTease: The End,"Kazimieras""Kaz"" Prapuolenis",NA,69,1
Heavy Metal,1993,March,17,1,p.70,StripTease: The Fall,Eric Drooker,NA,70,1
Heavy Metal,1993,March,17,1,p.72-82,... The Next Best Thing!..,Michael Kaluta and Elaine Lee,NA,72,11
Heavy Metal,1993,May,17,2,Cover,NA,"""Past-Future Fog"" - LuisRoyo",NA,0,1
Heavy Metal,1993,May,17,2,p.04-07,Gallery: Ren J. Cigler,"""Gallery: Ren J. Cigler""",NA,4,4
Heavy Metal,1993,May,17,2,p.10-12,A New Form Of Transport,Franois Boucq,NA,10,3
Heavy Metal,1993,May,17,2,p.14-15,Little Ego,Vittorio Giardino,NA,14,2
Heavy Metal,1993,May,17,2,"p.17-32,85-114",Eva Medusa: You Are The Poison,Ana Miralls and Antonio Segura,NA,17,46
Heavy Metal,1993,May,17,2,p.34-39,Hibernation,Alfonso Azpiri,NA,34,6
Heavy Metal,1993,May,17,2,p.42-45,Idle Gods,Miguelanxo Prado,NA,42,4
Heavy Metal,1993,May,17,2,p.46-47,Little Ego,Vittorio Giardino,NA,46,2
Heavy Metal,1993,May,17,2,p.49-60,Time And Reflection,Juan De Blas and Alfonso Azpiri,NA,49,12
Heavy Metal,1993,May,17,2,p.62-63,LittleEgo,Vittorio Giardino,NA,62,2
Heavy Metal,1993,May,17,2,p.66-68,Mea Culpa,Franois Boucq,NA,66,3
Heavy Metal,1993,May,17,2,p.70-75,The Dream,Stefania Venturino and Massimiliano Frezzato,NA,70,6
Heavy Metal,1993,May,17,2,p.77,StripTease,Mark Landman,NA,77,1
Heavy Metal,1993,May,17,2,p.78,StripTease: It Only Hurts If I Laugh!,"Peter Kuper, Scott Cunningham, Michael ""P. Revess"" Kupperman, and Roy Tompkins",NA,78,1
Heavy Metal,1993,May,17,2,p.79,StripTease: The Aliens Among Us,Terry LaBan,NA,79,1
Heavy Metal,1993,May,17,2,p.80,StripTease:Bison Bill's Weird West Show,Mack White,NA,80,1
Heavy Metal,1993,May,17,2,p.81,"StripTease: C'mon,America! Lay Down Your Guns!",Mary Fleener,NA,81,1
Heavy Metal,1993,May,17,2,p.82,StripTeaseStrippers!: Slugbucket,Steven Erdman,NA,82,1
Heavy Metal,1993,May,17,2,p.82,StripTease Strippers!: Frank:And The Appalling Rule Of Three,Jim Woodring,NA,82,1
Heavy Metal,1993,May,17,2,p.82,StripTease Strippers!:Bloody The Bloodhound: Lost + Hound,Michael Aushenker,NA,82,1
Heavy Metal,1993,May,17,2,p.82,StripTease Strippers!: The Riddle Is Solved,"Olle ""Olof"" Berg",NA,82,1
Heavy Metal,1993,May,17,2,p.83,StripTease:Jeopardy 2020 A.D.,Peter Kuper,NA,83,1
Heavy Metal,1993,May,17,2,p.84,StripTease: Mr. Pumpie'sWorld: Part Four,Mark Martin,NA,84,1
Heavy Metal,1993,July,17,3,Cover,NA,"""Hi Octane"" - Simon Bisley",NA,0,1
Heavy Metal,1993,July,17,3,p.04-07,Gallery: Ted McKeever,"""Gallery: Ted McKeever""",NA,4,4
Heavy Metal,1993,July,17,3,p.10-13,DenSaga: Mola The Mole,Richard Corben,NA,10,4
Heavy Metal,1993,July,17,3,"p.17-40, 81",Apocalypse: The Eyes Of Doom,112- Juan Gimnez and Roberto Dal'Pra,NA,17,25
Heavy Metal,1993,July,17,3,p.42-49,Dreaming,Franois Boucq,NA,42,8
Heavy Metal,1993,July,17,3,p.50-53,Little Ego,Vittorio Giardino,NA,50,4
Heavy Metal,1993,July,17,3,p.55,StripTease,Scott Musgrove,NA,55,1
Heavy Metal,1993,July,17,3,p.56,StripTease: Gallery,Wayno,NA,56,1
Heavy Metal,1993,July,17,3,p.57,StripTease: Modern Age: Oyster Bay Cliches From Rajab Manzil,Mark Martin and Peter Kuper,NA,57,1
Heavy Metal,1993,July,17,3,p.57,StripTease: The Adventures OfWormboy,"Michael ""P. Revess"" Kupperman and Peter Kuper",NA,57,1
Heavy Metal,1993,July,17,3,p.58,StripTease:Mr. Pumpie's World,Scott Cunningham and Mark Martin,NA,58,1
Heavy Metal,1993,July,17,3,p.59,StripTease:Randy The Skeleton,"Jim Woodring, Ian Carney, and Aidan Potts",NA,59,1
Heavy Metal,1993,July,17,3,p.60,StripTease: Lives Of The Artists As An Alien Metaphor,"Ian Carney, Aidan Potts,Michael ""P. Revess"" Kupperman, and Scott Cunningham",NA,60,1
Heavy Metal,1993,July,17,3,p.61,StripTease:Frank's Fall,Peter Kuper and Jim Woodring,NA,61,1
Heavy Metal,1993,July,17,3,p.64-78,Hiding,Duraona,NA,64,15
Heavy Metal,1993,September,17,4,Cover,NA,Oscar Chichoni,NA,0,1
Heavy Metal,1993,September,17,4,p.04-07,Gallery: The Crow: J. O'Barr,Michael Eastman and James O'Barr,NA,4,4
Heavy Metal,1993,September,17,4,p.10-13,Little Ego,Vittorio Giardino,NA,10,4
Heavy Metal,1993,September,17,4,p.14-15,Little Bit Here,George Pratt,NA,14,2
Heavy Metal,1993,September,17,4,"p.17-48, 85",TheUpturned Stone,116 - Scott Hampton,NA,17,33
Heavy Metal,1993,September,17,4,p.52-63,The Mirror: Arabia 1902,JuanDe Blas and Alfonso Azpiri,NA,52,12
Heavy Metal,1993,September,17,4,p.67,StripTease: Popular StripTease Magazine,Roy Tompkins,NA,67,1
Heavy Metal,1993,September,17,4,p.68,StripTease: Marvin Garfoetus,Wayno,NA,68,1
Heavy Metal,1993,September,17,4,p.68,StripTease: Scrub-Brush,Roy Tompkins,NA,68,1
Heavy Metal,1993,September,17,4,p.68,StripTease: Mount Howdy,Gerald Jablonski,NA,68,1
Heavy Metal,1993,September,17,4,p.68,StripTease: Slug Bucket,Steven Erdman,NA,68,1
Heavy Metal,1993,September,17,4,p.69,StripTease: Mr. Pumpie's World: Grande Finale,Mark Martin,NA,69,1
Heavy Metal,1993,September,17,4,p.70,StripTease: Gals With Guns,Terry LaBan,NA,70,1
Heavy Metal,1993,September,17,4,p.71,StripTease: A TrueLife Drama,Mike Price and Jack Patton,NA,71,1
Heavy Metal,1993,September,17,4,p.71,StripTease: Doofus,RickAltergott,NA,71,1
Heavy Metal,1993,September,17,4,p.72,StripTease: Earthman's Guide To The Procyon Nebula,"Michael ""P. Revess"" Kupperman",NA,72,1
Heavy Metal,1993,September,17,4,p.73,StripTease: Suburban Parallel Universe,Scott Cunningham,NA,73,1
Heavy Metal,1993,September,17,4,p.74,StripTease: Fortune Cookies,Peter Kuper,NA,74,1
Heavy Metal,1993,September,17,4,p.75,StripTease: Amazing Psychic Self-Defense Exercises: The Rotor,JustinGreen,NA,75,1
Heavy Metal,1993,September,17,4,p.76,StripTease: Looty,Jim Woodring,NA,76,1
Heavy Metal,1993,September,17,4,p.78-82,PanicUnder The Clothesline,Florenci Clav and Louis Rtif,NA,78,5
Heavy Metal,1993,November,17,5,Cover,NA,"""Malefic"" - Luis Royo",NA,0,1
Heavy Metal,1993,November,17,5,p.04-07,Gallery: Frazetta,Michael Eastman and Frank Frazetta,NA,4,4
Heavy Metal,1993,November,17,5,p.09-15,Network,Matthias Schultheiss,NA,9,7
Heavy Metal,1993,November,17,5,"p.17-32, 85",Eden,114 - Vince Roucher,NA,17,17
Heavy Metal,1993,November,17,5,p.36-40,Little Ego,Vittorio Giardino,NA,36,5
Heavy Metal,1993,November,17,5,p.42-51,Reflections,Juan De Blas and Alfonso Azpiri,NA,42,10
Heavy Metal,1993,November,17,5,p.54-56,A Present From Upstairs,Martel,NA,54,3
Heavy Metal,1993,November,17,5,p.59,StripTease: For Kids,Rick Geary,NA,59,1
Heavy Metal,1993,November,17,5,p.60,StripTease:The Game!: The Game Of Tax,Mark Martin,NA,60,1
Heavy Metal,1993,November,17,5,p.61,StripTease: Little Charlie,"Olle ""Olof"" Berg",NA,61,1
Heavy Metal,1993,November,17,5,p.62-63,StripTease: Tommy And Tipper: The Safe-Tees:Don't Play With Fireworks,"""Uncle"" Wayno",NA,62,2
Heavy Metal,1993,November,17,5,p.64,StripTease: RottenBrats,Roy Tompkins,NA,64,1
Heavy Metal,1993,November,17,5,p.65,StripTease: The Wisdom Of The Canaps: GimmeGets It,Mary Fleener,NA,65,1
Heavy Metal,1993,November,17,5,p.66,StripTease: Randy The Skeleton,AidanPotts and Ian Carney,NA,66,1
Heavy Metal,1993,November,17,5,p.68-72,A Pleasant Walk,Horacio Altuna,NA,68,5
Heavy Metal,1993,November,17,5,p.74-83,For Private Eyes,Alfonso Font,NA,74,10
Heavy Metal,1994,January,17,6,Cover,NA,"""Under Pressure"" - David Dorman",NA,0,1
Heavy Metal,1994,January,17,6,p.04-09,Gallery: Words& Pictures Museum Of Fine Sequential Art,"""Gallery: Words& Pictures Museum Of Fine Sequential Art""",NA,4,6
Heavy Metal,1994,January,17,6,p.11-15,The Miracle Of Life,Franois Boucq,NA,11,5
Heavy Metal,1994,January,17,6,"p.17-32, 85",Raoul Fulgurex: Killer Death,"114 - DominiqueGelli, Didier ""Tronchet"" Vasseur, and Marie Roubenne",NA,17,17
Heavy Metal,1994,January,17,6,p.34-45,Hombre:The Leader,Antonio Segura and Jos Ortiz,NA,34,12
Heavy Metal,1994,January,17,6,p.48-53,Anxiety Station,"ric ""Warn's"" Warnauts and Guy ""Raives"" Servais",NA,48,6
Heavy Metal,1994,January,17,6,p.57-61,Little Ego,Vittorio Giardino,NA,57,5
Heavy Metal,1994,January,17,6,p.63,StripTease.,Chris Ware,NA,63,1
Heavy Metal,1994,January,17,6,p.64,StripTease:Randy The Skeleton,Aidan Potts and Ian Carney,NA,64,1
Heavy Metal,1994,January,17,6,p.65-66,StripTease:,"""StripTease:""Me, My Elf, And I"""" - Michael Aushenker",NA,65,2
Heavy Metal,1994,January,17,6,p.67,StripTease: Lil' Ajil,"John ""Le Mile"" Spear",NA,67,1
Heavy Metal,1994,January,17,6,p.68,StripTease: Suburban Parallel Universe: ChristmasAlbum,Scott Cunningham,NA,68,1
Heavy Metal,1994,January,17,6,p.69,StripTease: Bison Bill's WeirdWest Show: A Christmas Hero,Mack White and Carla White,NA,69,1
Heavy Metal,1994,January,17,6,p.70,StripTease:Fairly Merry Xmas,"Olle ""Olof"" Berg",NA,70,1
Heavy Metal,1994,January,17,6,p.72-75,Torrid Beach,CarlosTrillo and Ernesto Rudesindo Garca Seijas,NA,72,4
Heavy Metal,1994,January,17,6,p.77-82,The 11:32 Bus,EdmondBaudoin,NA,77,6
Heavy Metal,1994,March,18,1,Cover,NA,"""Bisectrix"" - Luis Royo",NA,0,1
Heavy Metal,1994,March,18,1,p.04-05,Gallery: The Art Of JacekYerka,"""Gallery: The Art Of JacekYerka""",NA,4,2
Heavy Metal,1994,March,18,1,p.06-07,Gallery: The Art Of De Es Schwertberger,"""Gallery: The Art Of De Es Schwertberger""",NA,6,2
Heavy Metal,1994,March,18,1,p.09-16,Burton & Cyb: Used Car Salesmen,Antonio Segura and Jos Ortiz,NA,9,8
Heavy Metal,1994,March,18,1,"p.17-32,85-114",Master Volume,"Stphane ""Siro"" Brangier",NA,17,46
Heavy Metal,1994,March,18,1,p.34-37,DenSaga:The Light At The End Of The Tunnel,Richard Corben,NA,34,4
Heavy Metal,1994,March,18,1,p.40-44,The Nun'sStory,Franois Boucq,NA,40,5
Heavy Metal,1994,March,18,1,p.46-50,Socrate,"Herv ""Baru"" Barulea",NA,46,5
Heavy Metal,1994,March,18,1,p.51-54,Little Ego,Vittorio Giardino,NA,51,4
Heavy Metal,1994,March,18,1,p.56-61,White Trash: SympathyFor The Devil,Gordon Rennie and Martin Emond,NA,56,6
Heavy Metal,1994,March,18,1,p.63,StripTease: TheHigh Road,Mark Martin,NA,63,1
Heavy Metal,1994,March,18,1,p.64,StripTease: The High Road: Drugs For Dogs,Scott Cunningham,NA,64,1
Heavy Metal,1994,March,18,1,p.65,StripTease: The High Road: Hippy High School,Sam Henderson,NA,65,1
Heavy Metal,1994,March,18,1,p.66,StripTease: The High Road,"""StripTease: The High Road""",NA,66,1
Heavy Metal,1994,March,18,1,p.66-67,StripTease:The High Road: Dooley Donkey & Alky Chicken,Michael Aushenker,NA,66,2
Heavy Metal,1994,March,18,1,p.67,StripTease: The High Road: Tobacco Redeemer,"""StripTease: The High Road: Tobacco Redeemer""",NA,67,1
Heavy Metal,1994,March,18,1,p.68,StripTease: The High Road: The Prevailing Mode,Mary Fleener,NA,68,1
Heavy Metal,1994,March,18,1,p.69,StripTease: The High Road: On Jonesing For Weed At 48,JustinGreen,NA,69,1
Heavy Metal,1994,March,18,1,p.70,StripTease: The High Road: See America Stoned!,Terry LaBan,NA,70,1
Heavy Metal,1994,March,18,1,p.72-81,Big Apple,Tayyar zkan,NA,72,10
Heavy Metal,1994,May,18,2,Cover,NA,Denis Sire,NA,0,1
Heavy Metal,1994,May,18,2,p.04-07,Gallery: Good Taste Gone Bad: The,"""Gallery: Good Taste Gone Bad: The""Art"" Of Mitch O'Connell""",NA,4,4
Heavy Metal,1994,May,18,2,p.10-13,The Rebel,Franois Boucq,NA,10,4
Heavy Metal,1994,May,18,2,p.14-15,Caveman,Tayyar zkan,NA,14,2
Heavy Metal,1994,May,18,2,"p.17-32, 85",The Disarmament,"115 - Pascal""Mezzo"" Mesemberg and Michel Pirus",NA,17,17
Heavy Metal,1994,May,18,2,p.34,Caveboy,Tayyar zkan,NA,34,1
Heavy Metal,1994,May,18,2,p.35-43,Boy Racer,Barron Storey,NA,35,9
Heavy Metal,1994,May,18,2,p.46-55,From Beyond,Philip CraigRussell and Howard Phillips Lovecraft,NA,46,10
Heavy Metal,1994,May,18,2,p.58-61,Little Ego,VittorioGiardino,NA,58,4
Heavy Metal,1994,May,18,2,p.63,StripTease: Souvenirs From Hell,Scott Cunningham,NA,63,1
Heavy Metal,1994,May,18,2,p.64,StripTease: The Devil Burns A Stick Day!,Mark Landman,NA,64,1
Heavy Metal,1994,May,18,2,p.65,StripTease:Sisyphus: You'll Never Know What You Can Do Until You Try.,JonathanRoyce,NA,65,1
Heavy Metal,1994,May,18,2,p.66,StripTease: Lucifer's Fruit & Veg,"Olle ""Olof"" Berg",NA,66,1
Heavy Metal,1994,May,18,2,p.67,StripTease: Frank,Jim Woodring,NA,67,1
Heavy Metal,1994,May,18,2,p.68-69,StripTease: SatanTakes A Holly-Day,Michael Aushenker,NA,68,2
Heavy Metal,1994,May,18,2,p.68-69,StripTease: Hellion,"Mark""Not Michael Aushenker"" Martin",NA,68,2
Heavy Metal,1994,May,18,2,p.70,StripTease: T.V. In Hell,"Michael""P. Revess"" Kupperman",NA,70,1
Heavy Metal,1994,May,18,2,p.74-77,The Evening Lover,Harriet Redondoand Daniel Redondo,NA,74,4
Heavy Metal,1994,May,18,2,p.78-83,Emily,Javi Santonja,NA,78,6
Heavy Metal,1994,July,18,3,Cover,NA,"""Cover For Fierro Magazine"" - Oscar Chichoni",NA,0,1
Heavy Metal,1994,July,18,3,p.04-07,Gallery:From Inside: John Bergin,"""Gallery:From Inside: John Bergin""",NA,4,4
Heavy Metal,1994,July,18,3,p.09-12,Partners & Company,AnnieGoetzinger,NA,9,4
Heavy Metal,1994,July,18,3,p.13-15,Superchick,Dan Pastoras,NA,13,3
Heavy Metal,1994,July,18,3,p.17-24,The Man WhoLaughs: Night And The Sea: 1,Fernando De Felipe and Victor Hugo,NA,17,8
Heavy Metal,1994,July,18,3,p.25-32,The Man Who Laughs: The Unfathomable: 2,Fernando De Felipe and VictorHugo,NA,25,8
Heavy Metal,1994,July,18,3,p.34-45,The Unicorn's Reflection,Juan De Blas and Alfonso Azpiri,NA,34,12
Heavy Metal,1994,July,18,3,p.48-51,Little Ego,Vittorio Giardino,NA,48,4
Heavy Metal,1994,July,18,3,p.54-63,Privado: BelowZero,Alfonso Font,NA,54,10
Heavy Metal,1994,July,18,3,p.65,StripTease,Mark Martin,NA,65,1
Heavy Metal,1994,July,18,3,p.65,StripTease:Jaundy: The New York City Snowman: The Very Bad Day,Michael Aushenker,NA,65,1
Heavy Metal,1994,July,18,3,p.66,StripTease: Weird Wally: The Super Weiners!,Roy Tompkins,NA,66,1
Heavy Metal,1994,July,18,3,p.67,StripTease: Bison Bill's Weird West Show,Mack White,NA,67,1
Heavy Metal,1994,July,18,3,p.68,StripTease:Squod,Rick Grimes,NA,68,1
Heavy Metal,1994,July,18,3,p.69,StripTease: Inflation Land,MarkMartin,NA,69,1
Heavy Metal,1994,July,18,3,p.69,StripTease: Slug Bucket,Steven Erdman,NA,69,1
Heavy Metal,1994,July,18,3,p.70,StripTease:Empty Skull Comics: Together We Fall,Gerald Jablonski,NA,70,1
Heavy Metal,1994,July,18,3,p.71,"StripTease:Dr. Armando McGillicudy, Brain Surgeon!",Mark Landman,NA,71,1
Heavy Metal,1994,July,18,3,p.72,StripTease: Superheroes - Of The Past,"Michael ""P. Revess"" Kupperman",NA,72,1
Heavy Metal,1994,July,18,3,p.76-83,A Killer Like You And Me,Oscar Aibar and Rajko Miloevic Gera,NA,76,8
Heavy Metal,1994,July,18,3,p.85-92,The Man Who Laughs: Eternal Requital: 3,Fernando De Felipeand Victor Hugo,NA,85,8
Heavy Metal,1994,July,18,3,p.93-100,The Man Who Laughs: The Abyss: 4,FernandoDe Felipe and Victor Hugo,NA,93,8
Heavy Metal,1994,July,18,3,p.101-108,The Man Who Laughs: The Fall: 5,Fernando De Felipe and Victor Hugo,NA,101,8
